CustomerID,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2378,713,Spain,Female,86,9,153575.25629480535,3,0,0,24859.19521815984,1
2379,331,Germany,Female,68,9,150967.25070640576,1,1,1,100756.17534532672,1
2380,315,Germany,Female,28,8,90025.8617026293,4,1,1,29038.974896138352,0
2381,708,Spain,Female,29,1,234353.60250186836,4,0,1,29267.553374055133,0
2382,472,Germany,Male,25,0,119819.61606572944,4,0,0,75307.13578139471,0
2383,478,France,Female,41,10,5081.975036397457,1,1,1,47236.08141663912,0
2384,796,Germany,Female,58,10,87090.33559708134,3,0,0,46545.466233872314,0
2385,403,Germany,Female,53,10,32570.644661899878,2,0,0,82526.90794293708,0
2386,616,France,Female,89,9,90845.94776197086,4,0,1,56504.22455178558,0
2387,480,Germany,Male,72,2,152065.62125893316,1,1,1,48504.64424750599,0
2388,431,Spain,Male,26,5,5666.118630481026,1,1,0,86873.8834776285,0
2389,454,Spain,Male,64,6,217550.1328069671,2,0,0,57814.8861010654,1
2390,658,Germany,Male,32,10,152577.27961704388,3,1,1,30428.656591130628,0
2391,534,France,Female,65,7,73842.96906474869,3,0,1,108756.07917891808,0
2392,464,France,Female,59,3,77801.2934810704,1,1,0,96129.04266982229,0
2393,726,Spain,Male,77,7,116417.04412903769,2,0,0,47575.22808195097,0
2394,787,Germany,Male,87,6,62022.95150044837,3,1,0,95692.03192822343,0
2395,512,France,Female,29,10,1085.4819402365545,2,1,1,144226.6559265512,0
2396,456,France,Female,19,7,6639.3620448158,2,1,1,144342.21159324952,0
2397,374,Spain,Male,24,4,89435.16799300497,1,0,1,89152.5133421885,0
2398,734,Spain,Male,20,9,31055.41915215207,2,0,1,32743.863084278415,0
2399,477,France,Male,20,6,5590.918661770472,2,1,0,79564.11873185562,0
2400,611,Spain,Male,44,3,214817.31750871008,2,0,0,23507.839874712176,1
2401,426,France,Female,57,0,68534.32841071331,4,0,1,73976.16639676937,0
2402,676,Germany,Female,50,2,125780.6442917003,2,1,0,138224.44855484407,0
2403,644,Spain,Female,18,9,44852.271047905786,2,0,0,80767.67979627932,0
2404,524,Spain,Male,25,8,11681.243060940566,1,1,0,91563.35948309874,0
2405,316,Germany,Female,49,10,186216.57487214534,3,0,0,40544.74532822607,1
2406,796,France,Female,65,3,31239.213661695852,3,1,1,22034.584790178622,0
2407,772,France,Male,21,4,6429.225600914662,2,1,1,149139.91853952472,0
2408,610,Spain,Male,87,2,146807.58206585245,1,1,1,63973.445879501574,0
2409,436,France,Male,36,10,3366.893105362395,1,0,0,56315.49772441701,0
2410,774,France,Male,49,5,109071.48620258039,2,1,0,94266.61491910313,0
2411,516,Germany,Male,26,3,72209.01211945404,2,1,0,116891.40929288838,0
2412,495,Germany,Male,29,4,79854.49623443822,3,1,1,52683.013739609996,0
2413,500,Germany,Female,28,10,974.7607785074441,3,1,0,88136.1004855147,0
2414,665,Spain,Female,63,6,241086.52009569883,3,0,0,63242.63131959034,1
2415,827,Germany,Female,33,6,129240.77562088448,2,0,0,82525.51599879048,0
2416,699,Germany,Female,18,8,143128.03326042095,3,1,0,40970.28879051992,0
2417,824,France,Female,80,1,166530.621228007,1,0,0,86315.37638409383,1
2418,513,Germany,Female,38,3,199380.44776244173,4,0,0,26155.11035531626,1
2419,640,Spain,Male,47,7,151977.27907729393,4,0,1,129199.65339064585,0
2420,628,Germany,Male,30,3,190549.52637332721,4,0,1,101595.75406118888,0
2421,418,Spain,Male,51,2,112183.82359071891,1,1,0,142393.75601024038,0
2422,724,France,Female,21,9,92818.78510112206,4,1,0,97965.14887790573,0
2423,672,France,Female,45,5,205783.47687054626,2,0,0,43681.59095021694,1
2424,478,Germany,Male,76,2,216327.63104336575,2,1,0,82926.59876323515,1
2425,731,France,Male,44,1,34451.667446733445,4,1,0,106410.40548714115,0
2426,701,Germany,Male,86,8,135665.04674001527,4,0,1,68649.03439698626,0
2427,693,France,Male,42,2,170910.60762153985,3,0,0,91844.45844466538,1
2428,378,Spain,Male,20,0,20899.684157991705,1,1,0,41149.50644601589,1
2429,723,France,Female,85,8,232399.2041856879,3,0,0,121026.14059445013,1
2430,417,Germany,Female,42,4,130027.4431792827,1,1,1,138238.89596168703,0
2431,667,Germany,Female,37,6,161364.35432918806,3,1,0,60933.95517002824,1
2432,405,Germany,Male,51,1,44560.68702258842,2,0,0,123133.08049012261,0
2433,404,Spain,Female,43,0,66108.67248885683,1,0,0,31952.91848060761,0
2434,602,France,Male,22,5,30250.304170300584,4,0,0,52071.58373523183,0
2435,447,Germany,Female,78,4,65999.6804634722,1,0,0,80043.10863920566,0
2436,449,Spain,Male,26,9,123099.19132294969,1,1,0,70232.92613683618,0
2437,555,Spain,Male,67,5,208407.39986432408,3,0,0,100551.35216605748,1
2438,381,Spain,Female,23,1,133430.85375509088,4,1,1,93188.04947898249,0
2439,315,France,Female,77,6,61115.89955777402,3,0,1,31345.358055444594,0
2440,492,France,Female,61,0,11155.268722681994,4,0,1,37120.27276531079,0
2441,373,France,Female,28,10,155492.45897675114,3,0,1,26722.511556941805,1
2442,576,Spain,Female,83,7,105039.97434166202,4,0,1,143838.87310108496,0
2443,360,France,Male,64,6,246088.4667042675,1,0,0,103894.75178299614,1
2444,835,Germany,Female,20,6,194939.97135292322,2,0,0,131225.97140447202,1
2445,834,Spain,Female,47,5,202090.70481834235,4,1,0,90364.30471551236,1
2446,642,France,Male,38,9,3058.7557200991987,3,1,0,45198.96434625166,0
2447,694,Spain,Female,45,4,194448.83322601428,1,0,1,101458.11436697117,0
2448,557,Spain,Male,79,8,48653.3276688732,3,0,1,85694.06091199216,0
2449,497,France,Female,50,2,146448.96807207647,1,0,1,73065.00360926577,0
2450,352,Spain,Female,52,8,111855.39307892967,1,0,0,68334.68656185664,1
2451,570,France,Male,69,4,142900.96264441998,4,1,1,104509.94753292784,0
2452,500,France,Female,51,7,33360.88235574905,3,1,0,100309.01488930185,0
2453,695,France,Female,58,10,114222.92035278659,1,1,1,39703.57454505871,0
2454,677,Spain,Female,68,2,9236.171487915779,3,1,1,126108.8669984798,0
2455,834,Spain,Female,64,6,10249.8370399077,1,1,0,102691.86184708562,0
2456,387,France,Male,75,9,164434.53269351745,4,0,0,89655.10063295468,1
2457,697,Spain,Male,74,3,237924.59336804497,2,0,0,117359.27763595333,1
2458,481,France,Female,40,4,194348.22967619577,2,1,0,39976.62767396629,1
2459,582,Germany,Female,65,3,117288.94514274427,2,1,0,139563.10155748177,0
2460,832,Spain,Male,39,8,13967.685023093229,2,0,1,55176.336602418596,0
2461,489,Spain,Male,34,6,11255.03736427605,4,0,0,54158.458497945314,0
2462,504,Germany,Female,86,5,39473.065277014524,4,0,1,125937.33167240093,0
2463,343,Germany,Male,28,5,243952.62598350664,4,1,0,63418.85667026457,1
2464,599,Germany,Male,32,10,99665.2666102908,3,0,0,127992.06876600439,0
2465,578,France,Male,52,9,210851.82296816126,1,1,1,62641.283737323225,0
2466,684,France,Male,50,6,176285.60973714924,1,1,0,91589.43791725751,1
2467,610,Germany,Female,33,4,151357.16480401656,2,1,0,50009.842562324266,1
2468,827,France,Male,51,9,236956.52791343542,2,1,1,115097.64817719925,0
2469,573,Spain,Female,83,2,57602.89265475549,1,1,0,41702.34349585901,0
2470,781,Germany,Female,57,10,113722.41561728841,1,1,0,136926.09319241124,0
2471,750,Spain,Male,45,10,216180.74141864886,1,1,0,68314.34795505324,1
2472,831,France,Female,64,2,137940.32691056092,4,1,0,81304.68261336599,0
2473,830,Germany,Female,56,6,61611.284906527755,4,1,0,23122.846198780317,0
2474,824,France,Male,87,10,52229.104210569196,4,1,1,146852.69559113943,0
2475,316,Spain,Male,37,9,188220.25026057527,2,0,0,125712.79156988589,1
2476,329,France,Male,18,0,3197.2235630221835,4,0,0,78111.15794483507,1
2477,769,Spain,Female,89,3,228548.01935072074,1,0,1,139633.97408006544,0
2478,603,France,Female,80,9,4604.497028800753,2,0,1,141037.7526569495,0
2479,392,Spain,Female,84,7,157747.26172017603,2,0,1,89296.77581167508,1
2480,461,France,Female,21,3,151186.9903605018,4,0,0,50400.60289153816,1
2481,627,Germany,Male,75,0,144602.78776369526,2,0,1,83324.34350364888,0
2482,553,Germany,Female,42,4,118585.76271668889,1,1,1,62223.818922242936,0
2483,739,France,Male,64,0,213107.58317215278,2,1,0,78238.13177137764,1
2484,843,Spain,Male,55,8,164833.21757262107,3,1,0,138480.9640024498,1
2485,419,France,Male,32,7,195465.57037484838,1,1,0,56638.49617078002,1
2486,813,Germany,Male,80,6,28880.451494797453,1,1,0,129065.68330910725,0
2487,848,Spain,Female,38,4,12474.659364360596,4,0,1,141589.13704234152,0
2488,396,France,Male,74,3,7132.127232444663,1,0,0,124656.86238085978,1
2489,669,France,Female,70,6,36801.49636839819,1,0,0,88542.93467305398,0
2490,716,Spain,Male,63,2,166751.97256360395,2,0,1,93317.05057564413,0
2491,556,France,Male,31,7,123505.4389352927,3,0,1,126552.54944359389,0
2492,427,Germany,Male,34,4,188063.06404051773,2,0,0,25785.105751568408,1
2493,658,Germany,Female,56,4,47932.58418552687,3,0,1,115670.8988022886,0
2494,455,Spain,Male,26,0,91740.7604926154,1,1,1,88752.77346335347,0
2495,356,France,Male,23,9,222124.38713738625,2,0,0,71627.86758069835,1
2496,375,France,Male,40,10,233928.63650713334,2,1,0,119700.59848876751,1
2497,457,Germany,Male,76,7,230432.28874729294,4,0,1,54612.13959968373,0
2498,384,Spain,Female,63,6,204576.26105019063,2,1,1,136419.3846028935,1
2499,621,Spain,Female,55,0,172058.96964947297,3,0,1,109503.41118082494,0
2500,608,Spain,Male,31,3,228419.47350686594,3,0,1,99320.22665258437,0
2501,829,Germany,Male,89,3,178545.39795815977,1,0,0,88005.63824585038,1
2502,583,Germany,Female,79,8,238484.06218137345,4,0,1,47658.49562196617,0
2503,341,Spain,Female,52,9,6197.083009222115,4,1,1,100202.84473897082,0
2504,433,Spain,Female,36,1,230410.52147364427,2,1,0,114238.81744582069,1
2505,703,France,Male,47,3,138935.1340348437,1,1,0,21519.663322262713,0
2506,792,France,Female,42,9,27949.437955114565,3,1,0,67634.48919673625,0
2507,521,Spain,Male,57,2,53727.81743432367,4,1,0,128220.33264739501,0
2508,528,Germany,Female,31,9,213039.82097872838,1,1,1,102187.40314678173,0
2509,751,Germany,Female,43,4,126529.23871162899,2,0,1,99985.15699509511,0
2510,605,France,Male,39,6,245704.43087380915,4,0,0,49719.64906594237,1
2511,418,Spain,Female,65,4,29382.777376242757,2,1,0,102171.53535194899,0
2512,623,Germany,Male,68,4,103125.86597503228,3,1,1,122199.50874841631,0
2513,458,Germany,Female,20,3,82968.61077019002,3,1,1,72228.33003212653,0
2514,538,Germany,Male,59,8,129033.85901623043,1,1,0,43671.97889459609,0
2515,695,Germany,Female,36,5,158359.45471742962,2,0,1,30045.65357837963,0
2516,619,France,Female,45,9,165407.3673454136,1,1,1,85740.43663829654,0
2517,488,Germany,Male,62,5,323.96997794451045,3,0,1,108901.61710949434,0
2518,608,Germany,Male,88,10,22240.108445391983,4,0,1,41143.10392086825,0
2519,548,Spain,Male,80,5,8765.958413987973,3,0,0,74787.67124410563,0
2520,837,Spain,Male,36,5,216149.7865995693,1,0,0,93923.61718876871,1
2521,805,France,Female,64,0,78323.0632899139,2,1,0,40261.59510743781,0
2522,693,France,Female,31,10,91765.86046909107,3,0,1,55085.69390421504,0
2523,705,France,Female,55,5,112592.81223667317,1,1,0,99093.74019119721,0
2524,480,France,Female,70,3,212326.09931339393,2,1,1,114253.11228041009,0
2525,320,Germany,Female,78,1,3541.5652405337282,1,1,1,102679.14256444662,0
2526,454,Spain,Female,53,5,29654.5685949626,3,0,0,112772.44760554844,0
2527,493,Germany,Male,57,0,171290.7805352251,2,1,1,95595.58225375194,0
2528,523,Germany,Female,47,0,240973.13067689928,3,1,1,128658.2784798967,0
2529,698,Germany,Female,26,4,160696.6053242519,3,1,0,127475.6762132919,1
2530,579,Spain,Male,81,5,65280.8671168808,3,0,0,123512.1794010765,0
2531,309,France,Female,50,1,129966.10719665432,3,1,0,94809.55587713803,1
2532,675,France,Female,69,9,243745.11889535858,3,0,0,149236.92625195062,1
2533,771,Spain,Female,31,7,132019.13664194773,1,1,0,25084.561796417707,0
2534,451,Spain,Male,70,3,93376.9074320506,4,0,1,45434.90298763537,0
2535,423,France,Male,76,3,95856.38870968008,4,0,0,125154.0480919982,0
2536,723,Germany,Female,58,9,241758.37714793265,3,1,1,127418.02745979812,0
2537,822,France,Male,85,4,179729.13168292644,3,0,0,126437.86676133839,1
2538,812,Spain,Female,85,9,171793.2139055118,3,1,1,133452.8116877242,0
2539,470,France,Female,25,3,58013.5804226867,2,1,1,74939.03168990221,0
2540,424,France,Female,19,10,139871.1594408936,3,1,0,141138.35785174937,0
2541,474,France,Male,58,4,89186.29963057836,2,1,1,47192.16218218305,0
2542,803,Spain,Female,72,9,60050.38146348746,1,1,0,141803.303575864,0
2543,684,Spain,Female,33,2,223888.07150352612,4,1,1,92368.20755126495,0
2544,405,France,Female,79,7,95788.95219065336,3,1,1,41304.929380260226,0
2545,827,France,Female,65,5,70696.79061784944,4,0,1,115690.0239051944,0
2546,337,Germany,Female,47,7,232930.099152092,1,1,0,58464.30448932956,1
2547,694,Germany,Male,29,4,49336.59911403135,4,1,0,48659.485807615114,0
2548,776,France,Female,52,6,186376.19617913067,1,0,1,42369.78506012841,0
2549,766,Spain,Male,28,9,163186.7861160657,3,0,0,23822.69082469703,1
2550,804,Germany,Female,81,6,230121.10709307136,1,0,1,119405.02175023619,0
2551,614,France,Male,67,5,208011.78439181956,3,0,0,83245.55547261177,1
2552,584,Germany,Female,38,9,176323.80448491036,4,0,1,147235.179105685,0
2553,763,Germany,Female,86,3,78642.9151742739,1,1,0,77105.30421547871,0
2554,563,Germany,Male,65,5,123892.2528176373,2,1,0,129635.57130975756,0
2555,728,Spain,Male,37,8,236123.94033679497,2,1,0,145852.30229454584,1
2556,664,France,Female,84,10,5800.657645373381,2,1,1,22920.0690511708,0
2557,480,Spain,Male,61,3,198582.95595500973,3,0,1,33691.455784479665,0
2558,543,Spain,Male,50,5,62952.587613469834,1,0,1,65222.29007163703,0
2559,612,Germany,Female,78,5,46254.235823447925,2,1,0,133115.1044103985,0
2560,375,France,Female,26,2,58056.15360557989,3,1,1,128933.5580792762,0
2561,561,Germany,Female,85,3,14937.747874211787,2,1,0,67675.55313107796,0
2562,530,Spain,Female,52,2,247994.95607154196,4,1,0,45987.52399634419,1
2563,679,Spain,Female,82,2,217467.28580628624,4,0,0,124301.71463606773,1
2564,608,France,Male,25,9,130263.99215805683,4,0,0,97598.89657808354,0
2565,687,Spain,Female,62,3,178775.794639273,2,1,1,24108.06075419075,0
2566,624,Spain,Male,64,3,139148.84073087692,3,0,0,124548.07125365597,0
2567,755,France,Female,57,5,202894.73611270808,2,1,0,144404.9126267081,1
2568,811,Germany,Female,71,3,211191.29788925283,3,0,1,25471.30891441519,0
2569,642,France,Male,63,5,58197.60703830032,2,0,1,57163.56836595248,0
2570,815,Spain,Female,64,1,114936.94266256144,3,0,1,126530.44686023184,0
2571,741,France,Male,32,3,158711.93354739275,2,0,1,96004.45874922584,0
2572,848,Germany,Male,36,1,244610.20765206876,1,1,0,148616.30920586165,1
2573,561,Spain,Male,43,7,170672.34477404118,1,1,0,139015.39052018005,1
2574,762,Germany,Female,69,8,224408.7526860393,3,1,1,43175.301022357926,0
2575,526,Germany,Female,39,6,211528.0127467719,4,1,0,107623.67440312373,1
2576,822,France,Female,38,5,145515.765919641,4,0,1,104927.30740978726,0
2577,488,Germany,Female,68,7,223413.84001547223,4,1,1,34411.44634217441,0
2578,508,France,Female,55,3,94355.4319563086,3,1,1,31637.461763850617,0
2579,312,France,Female,37,9,94820.88261207785,1,1,1,94027.73521528803,0
2580,461,Germany,Male,46,10,195241.41081066724,3,1,1,72386.50692389315,0
2581,792,France,Female,68,1,33635.91640875274,2,0,1,90907.96897720479,0
2582,734,France,Female,21,3,76456.30436460474,2,1,1,51047.69913821024,0
2583,304,Germany,Female,72,4,152143.1127183356,2,0,0,92366.19457258224,1
2584,501,Spain,Female,88,8,105016.39971673716,2,0,1,69841.38923454931,0
2585,715,France,Male,45,4,235180.92747205714,2,0,0,135379.87733918405,1
2586,311,France,Male,21,8,239626.51740478413,2,0,1,59791.26614608994,1
2587,696,Germany,Male,39,8,125645.32720344729,4,0,1,133208.49203638767,0
2588,640,France,Male,62,7,134765.47259142032,4,1,0,70699.007157958,0
2589,672,Germany,Male,84,4,181156.77295594278,2,0,0,95161.56552085414,1
2590,677,Spain,Female,83,1,114316.23130854337,3,0,1,57229.015227267,0
2591,524,Spain,Male,51,4,47524.6169851192,1,0,0,125181.56353375984,0
2592,481,Germany,Male,72,10,186742.2921557327,2,1,0,129674.05202127063,1
2593,596,Spain,Female,18,0,184446.47233824956,2,0,0,125176.54903826534,1
2594,606,Germany,Female,89,7,61245.27584794487,3,1,1,103178.74142336313,0
2595,730,France,Male,55,1,208229.1299452519,4,0,0,59621.93265008873,1
2596,417,Spain,Female,23,6,153412.2991050402,3,1,0,102743.47896984483,1
2597,651,France,Female,42,10,59075.402578841364,1,0,1,144736.51806419835,0
2598,345,France,Male,34,1,163009.78604217607,1,1,1,104290.09599174144,1
2599,526,Germany,Female,78,10,58402.38157264019,3,1,1,144331.09097794385,0
2600,655,Spain,Male,29,4,66308.23852000445,2,1,1,59595.458856473415,0
2601,593,Spain,Male,23,9,212002.32670078904,4,1,1,129980.13918682783,0
2602,539,France,Female,44,6,232372.89230995474,2,0,1,113400.9028726325,0
2603,647,France,Male,25,5,64220.664589552776,2,1,1,126496.53126231249,0
2604,440,Germany,Male,82,4,232012.75927129644,2,1,0,112399.18567387648,1
2605,503,Spain,Female,74,5,59699.711625588374,2,0,0,82447.17247218365,0
2606,568,Germany,Female,57,1,29316.841385646414,4,0,0,109254.747403749,0
2607,612,Germany,Female,31,9,14555.969517815292,3,1,0,141171.68865227944,0
2608,717,Germany,Female,52,0,60528.31020815833,1,0,1,74280.35389795517,0
2609,436,Spain,Male,65,0,96311.63516930882,1,1,0,143726.8879954849,0
2610,650,Germany,Female,73,7,231887.0950273262,4,1,1,26421.998257032334,0
2611,460,Spain,Female,66,2,60539.499926507175,3,1,1,21842.44865193885,0
2612,472,Germany,Male,30,10,91366.33623772333,4,0,0,84194.37085436162,0
2613,429,France,Male,78,2,183538.968685893,2,0,0,130306.6837805152,1
2614,378,Germany,Male,66,8,75518.52199682037,4,1,1,52218.59671294805,0
2615,356,Germany,Male,63,5,171092.03791989514,3,1,0,110145.10126021797,1
2616,699,Spain,Female,79,3,108019.45481212561,1,1,1,91097.64621353004,0
2617,662,France,Female,25,3,49111.23816479307,4,0,1,57803.364167642,0
2618,634,France,Male,60,6,183514.725242284,1,0,1,57153.14118388299,0
2619,433,Spain,Male,37,5,6759.708339171028,1,0,1,29525.90610104535,0
2620,313,Spain,Male,56,1,73083.70626824473,1,0,1,89707.82299963429,0
2621,582,France,Male,66,8,89045.38479209467,3,1,1,78518.31873316577,0
2622,720,Spain,Female,81,1,114554.563746909,2,1,0,57624.99237874111,0
2623,426,France,Male,79,7,169967.30799403484,2,1,0,146156.2065881035,1
2624,517,Germany,Female,71,3,114851.24854650922,3,1,1,126401.71737624117,0
2625,788,Germany,Male,26,9,148581.0280715541,2,0,0,88243.60949932075,0
2626,559,France,Female,54,0,148944.7696044543,2,1,1,87821.5522690483,0
2627,517,France,Female,66,0,93317.91247400192,2,0,1,45169.519035162404,0
2628,788,Germany,Female,58,8,233492.8164386746,4,0,1,104386.54082783934,0
2629,742,Germany,Female,34,3,238963.45771911068,2,0,0,143972.6141207234,1
2630,398,France,Male,38,0,145462.72102361647,4,1,0,136777.63639890018,1
2631,481,Spain,Female,68,2,17922.720073857978,1,1,0,31020.23354316307,0
2632,468,Spain,Male,76,2,122781.89106398393,4,1,0,26902.63478395518,0
2633,532,France,Female,56,6,46104.831698501795,2,1,1,144961.8559836606,0
2634,392,Spain,Female,72,5,120803.63046822592,3,1,1,45987.759894668925,0
2635,771,Germany,Male,58,7,47120.788624635454,1,0,1,91553.8313582655,0
2636,815,Germany,Male,56,6,175963.81141222108,1,1,0,29712.274772581288,1
2637,384,Spain,Female,30,0,20107.280016585628,4,1,0,129628.68246619724,1
2638,818,France,Female,81,2,238326.01909898102,3,1,0,35322.386506257775,1
2639,680,Germany,Male,28,8,48843.97235833818,2,1,0,103688.42925291034,0
2640,706,Germany,Female,36,3,165164.08401231136,4,0,1,27361.63742331537,0
2641,531,Germany,Male,28,10,229240.58768237234,4,0,1,40367.34393770149,0
2642,550,Spain,Male,63,10,61971.578496015616,1,0,0,86578.34009363227,0
2643,384,France,Male,62,2,233574.2247592825,4,1,0,25939.08359707825,1
2644,618,Spain,Female,18,4,97168.66641506816,3,0,0,45429.66058384681,0
2645,492,France,Female,57,7,240132.70431314752,4,1,1,37702.39941719164,0
2646,599,France,Male,36,0,242840.96453363137,4,0,0,25274.75400250506,1
2647,657,Spain,Male,89,1,47019.97626730994,3,1,0,146229.58012813365,0
2648,752,Germany,Male,89,6,207771.8342327636,4,1,0,78521.61685665106,1
2649,805,France,Male,78,0,48355.25320838757,2,0,0,131661.65719611215,0
2650,364,Spain,Female,29,10,56610.1550827704,4,0,0,66568.95870298863,1
2651,521,Germany,Male,78,4,21031.626005849568,2,0,1,25536.956033018116,0
2652,765,France,Female,50,9,39134.23662454449,3,1,1,110434.99024697163,0
2653,371,France,Male,62,7,158054.74206177698,2,1,0,25038.04485963181,1
2654,773,Germany,Female,86,5,112313.18251294662,3,1,0,91861.68883412705,0
2655,318,France,Female,25,2,197736.05929220878,2,1,0,38084.562238800136,1
2656,821,Spain,Female,42,6,82999.20370665553,2,1,0,107206.20652290725,0
2657,714,France,Female,63,2,242156.1418252647,3,0,0,136051.50732679828,1
2658,663,France,Female,47,4,12468.135204843662,3,1,1,144249.29473884864,0
2659,827,Germany,Male,64,6,15733.988600610372,2,1,0,88610.92567556335,0
2660,379,Spain,Male,66,1,175343.72470453402,3,0,0,89251.48379396682,1
2661,489,Germany,Female,64,9,221884.72124321494,1,0,0,24976.276087386745,1
2662,447,Spain,Male,35,3,198875.04790853735,4,1,0,120083.89857425734,1
2663,742,Germany,Male,83,1,122454.27196672843,2,1,1,144307.09401873485,0
2664,564,France,Male,85,6,67410.34032625501,1,1,1,76970.43609667479,0
2665,808,Spain,Male,50,2,3362.8823261787343,1,1,0,123179.97259842641,0
2666,600,Spain,Male,53,8,127362.86347994392,1,1,0,123669.34373288293,0
2667,765,France,Male,36,10,118909.04932731914,3,0,0,122141.11138127136,0
2668,664,Germany,Male,45,5,86061.47486755997,4,1,0,118628.52563184277,0
2669,698,Spain,Female,57,0,144518.19699312124,2,0,0,47962.57576756743,0
2670,792,France,Male,32,9,182203.67434531832,4,0,0,117685.23312120378,1
2671,841,France,Male,58,7,175222.05905706063,2,1,0,38771.39954854563,1
2672,779,Spain,Male,56,6,65813.21044605387,4,0,1,112625.39473519294,0
2673,467,Spain,Female,19,0,146325.92215364828,4,1,1,20460.042416812546,0
2674,390,Spain,Female,80,2,37193.6196459996,1,1,0,139447.2549618287,1
2675,599,France,Male,46,2,30400.46097208865,3,0,1,127560.54553316697,0
2676,473,Germany,Female,83,2,196463.95906477948,2,0,0,108785.24989477321,1
2677,672,Germany,Female,68,6,173436.47552388397,2,0,0,32280.811279068108,1
2678,323,Spain,Male,27,5,191982.22515790717,2,1,0,127248.51170271114,1
2679,500,France,Female,31,10,38115.56855105522,1,0,0,133772.5958712284,0
2680,306,France,Male,68,1,228654.64734261498,1,0,0,109438.41445805298,1
2681,305,Spain,Female,56,4,33277.90330558969,1,0,0,146865.26243388047,1
2682,460,France,Male,45,5,217509.2420494322,1,0,0,32074.317899447535,1
2683,547,France,Female,20,1,88094.82282648282,1,0,0,112124.44565049381,0
2684,465,France,Male,87,0,26358.523258534828,4,0,0,88223.48450461982,0
2685,727,Spain,Male,44,3,71692.24014138148,2,0,0,38928.796745399864,0
2686,444,Spain,Female,19,3,45362.00355347076,4,0,1,105593.83472598746,0
2687,810,Spain,Male,55,3,122667.42967292854,1,1,0,123938.66926647892,0
2688,842,Germany,Male,20,0,237436.33700994216,3,1,1,41417.27134835427,0
2689,808,Germany,Female,33,2,81967.79039562962,1,0,0,123153.79237074294,0
2690,519,Spain,Male,57,6,153024.74642052845,1,1,0,32086.180947061708,1
2691,375,France,Male,19,3,222930.2189349909,1,1,0,96882.01443528499,1
2692,618,France,Female,58,1,157518.482424058,2,1,0,123801.11422692472,1
2693,337,Spain,Male,29,7,90549.78521744108,2,0,0,38974.388438588896,1
2694,813,France,Female,52,10,247709.7817939698,3,1,1,94297.48231288992,0
2695,545,France,Male,82,0,46853.40036013341,2,1,1,75234.16781123476,0
2696,439,Germany,Female,72,8,130814.003723877,1,0,0,98945.80033334983,0
2697,557,France,Female,62,4,199176.3746841993,3,0,1,75148.82105329543,0
2698,680,France,Male,79,1,162.21739430608005,3,1,0,52618.542959873594,0
2699,777,Spain,Female,66,3,175510.81303560926,3,1,1,52995.41687342872,0
2700,484,Germany,Male,42,2,66624.72417648465,1,1,0,132411.02431399396,0
2701,602,Germany,Male,40,6,42431.68067296929,2,0,1,40339.061333905905,0
2702,793,France,Female,41,5,68548.61584207286,4,0,1,36004.85265773264,0
2703,463,Spain,Male,55,10,241704.10645994602,2,1,1,32620.288681710073,0
2704,502,Germany,Male,45,10,222983.81480992137,4,1,1,29640.11962514734,0
2705,707,Germany,Female,38,8,53438.61411592562,1,0,0,21883.984584536345,0
2706,509,France,Male,71,3,29256.69327961114,2,0,0,40852.758675422534,0
2707,400,Germany,Male,35,2,91038.15112861691,1,0,0,45054.566537435574,0
2708,745,Spain,Female,53,6,148084.12002501838,1,1,0,55064.12783396557,0
2709,667,Spain,Male,62,5,216786.15714528016,3,1,0,36125.13241788529,1
2710,538,Germany,Male,70,4,241522.53126001943,2,0,1,32240.26100963769,0
2711,590,Spain,Female,47,9,187788.3420432747,3,0,0,90391.97434102024,1
2712,671,Spain,Male,77,6,149751.80317541395,2,1,0,113429.23755293775,0
2713,730,France,Male,49,4,35583.00653275423,1,1,1,101924.33305765431,0
2714,579,Germany,Female,84,8,18507.094093327763,3,1,0,92371.82796495568,0
2715,766,Germany,Male,84,3,149006.7196323003,1,1,0,77273.29037884958,0
2716,615,France,Male,45,0,134766.02644173178,4,1,0,102417.43225375308,0
2717,376,France,Female,61,9,211522.02693352554,1,1,1,137242.6801946396,1
2718,450,France,Female,58,4,80651.46271377597,4,0,0,101564.3947924894,0
2719,695,France,Male,80,0,9922.714337452537,4,0,1,27911.94065931214,0
2720,795,Spain,Male,40,0,105927.0672727583,3,0,1,94154.45548071903,0
2721,596,Spain,Female,65,0,242295.57598443484,3,1,1,88147.87954931111,0
2722,706,France,Male,49,0,198893.72623413077,2,1,1,78763.0221770384,0
2723,586,Germany,Male,74,7,8443.043410568285,2,0,0,93943.39030041003,0
2724,792,Germany,Male,50,1,218669.72597454384,3,1,0,107440.29616470642,1
2725,835,Germany,Female,41,8,117922.37240532936,2,0,0,24843.81210271205,0
2726,755,France,Male,56,6,91192.00795448894,1,0,0,82426.11621902516,0
2727,791,Spain,Male,51,10,86684.88520069789,1,0,1,126239.64430341437,0
2728,308,Spain,Female,73,2,148786.06325971612,1,0,0,89001.03640075753,1
2729,431,Spain,Female,45,8,132649.85461019064,1,0,0,28821.512637303185,0
2730,376,Spain,Female,54,3,164156.81104206576,1,1,1,120759.09884249241,1
2731,430,Germany,Male,24,6,143410.36626001165,4,0,1,142373.10246148612,0
